project,revision_hash,internal_quality,external_quality
commons-digester,857e943822c4174ab5d8b43b2b1bcf1fe6f6c1fd,False,False
commons-digester,ddc764ce3f057f77c75bbad2d641516dcc8791de,True,False
commons-digester,f36a4dc98b5dee3f267d638e38f8ebeca5219788,True,False
commons-digester,fdae9d49df10da452591e50036b48c03f5fa06bf,True,False
commons-digester,760e2d59d84b218746d93ee3212a980ed04e5da5,True,False
commons-digester,0ebf394a80fc8fbaa4bb65998af6c728ccc2baa6,True,False
commons-digester,07cd2d8652a21fd4b4e6a8feca233a00ffe84a4a,False,False
commons-digester,ddac4636e128f24099554594858f9bfab3c9163b,True,False
commons-digester,988ba33c578d898ae3c5a89637daae5d1c879fc2,False,False
commons-digester,b7a91471926c68f92d8fed750d44a193972a2225,False,False
commons-digester,b640f7fabd3a0f17d782870093c74bd5b2e187e9,True,False
commons-digester,c5b8992f86db2f8dee147d31a6e6e862026a0f72,False,False
commons-digester,ce5a7031c725fc6e1ad220f4291ad857968db9e9,True,False
commons-digester,bb6b04d96a6333ec95248880f2e0f985e9dd1dff,False,False
commons-digester,469eb7da0dabd07c101e0595c0001a646c8be634,True,False
commons-digester,ffc3602285619c4d1fe470e10aec7cd25e06ebfe,True,False
commons-digester,2824dda863becd461536f52d6bd6825570a745ef,True,False
commons-digester,36908913ceefb752c5c884c4e27a828e5025ac86,True,False
commons-digester,cd3a7c8906cf549d7b39ee08f5a1f5a088b1e69c,False,False
commons-digester,cc7d54b56fec484322476f0ee73c29df957f5b08,True,False
commons-imaging,9c563ec9ed5f7e91021ae96e2ec8afb97987157f,False,False
commons-imaging,f535c96f2fcbe855f1c7d0226f4255ee053f1f29,True,False
commons-imaging,f2684a84e7296185e686340d4719d5458b5a0d0c,False,False
commons-imaging,db219baeec966a97a69627aaae722c03c3fd29c6,True,False
commons-imaging,2ee7aa2139055714f0fbf6b7943ecd4a6d9b1f0b,True,False
commons-imaging,402dc5942a67e8cb8fee61152807e3b966742ac6,True,False
commons-imaging,544326e34205377c68b7cf3adeba77d42321f5fa,True,False
commons-imaging,cfc77089bd3d57fb6640124e879703d8a3c63612,True,False
commons-imaging,3bf47537361b7eafc895070cbff471f25b71c522,True,False
commons-imaging,a4fa7bbf0572d2ed22cb68e4ed5d12ce4e975a24,True,False
commons-imaging,8ee6c1940294778f6745e5a0fe77ce3940f67d10,True,False
commons-imaging,9fc2d7b368c0e9d97234baa91b4a5e2663dad5ea,False,True
commons-imaging,d20670db17c82c791b410ed13d58f8dbefea87f2,True,False
commons-imaging,72bfba2120d9b29aa57aaf681e4e899e0932448f,False,True
commons-io,dbdab57a6f7aa4d46ab542cfe15bcfe0c7901b4d,True,False
commons-io,01afc9d7d01e802ee3a0d91ff47c75041cff0cfe,True,False
commons-io,186225b7d611ab2252024d4a38d8fb1091b7ebab,False,False
commons-io,5815293807b55cef2792edd9c440160ca8292b3f,True,False
commons-io,f28c4933e6c92fed61431c7a4024b26c4f06a5e9,False,True
commons-io,e3631718822db05a02cb7b086d6f28a0fae15f51,True,False
commons-io,81210eb267181b766acaf201a424a80d96bb5bed,True,False
commons-io,180e6c3087d177ee0d10c677cd462bf55edf5e51,True,False
commons-io,642d6594b461bff2adb58fc4ca88a86a7ddbf8d4,False,False
commons-io,e4540bba7aebd88d3d4b22e68a6a916ddfc48890,True,False
commons-io,c4251acef1beb1f164413b94ba526f399b8838d6,False,True
commons-io,b0a68dbc52507dfff51eed7ff625cc37dbebde0e,True,False
commons-io,284886bd96c93740a26cac4c6e39a255fecf6062,True,False
commons-io,950386e4cb3145098ad622b7a71ac57377700661,True,False
commons-io,756d64a9eef6dc604db947597040c0b24965c52b,True,False
commons-io,fe44f3401d6d2b6c66eca32058de5bcd1f6facb9,True,False
commons-io,4e5a0e15d4351abcc39c1592d8f252713e44d50a,False,False
commons-io,e295faec880b136d5c19d4164c17d768d7037af7,False,True
commons-io,28bf06cfd8c1f438c428546f526ed06ffd58c399,True,False
commons-io,ebff63ed975da3af3fa3718072565cde7f919bce,True,False
commons-io,b901739a6779843da45a917a141cfd17114909de,True,False
commons-jcs,b558601321bb23fc5ca31348be65712634a308a7,True,False
commons-jcs,c4e48571f2e9716cf1d407c8def7fcc3391654c4,False,False
commons-jcs,65f13799a67e535b4edb6bbb92e4cb555ae69694,True,False
commons-jcs,ea0d3e3d75199ba9d9bb371d277ae094403785fa,True,False
commons-jcs,790df314592e6203481fb21e2c3e7ad4b0238453,True,False
commons-jcs,282dec7a700cd8310aa9200b3d74f2c64475e09b,True,False
commons-jcs,b676c3858697e9191893a573b8ccb9398eda6602,False,False
commons-jcs,9853fa9c8999d9ac5c846953d0ed766d3b0377dd,True,False
commons-jcs,0e55dab80c10fdee37d2a07f664322fb774bd3ff,True,False
commons-jcs,6a8a3f70a54603b8d3f329f4940ecd4512449652,True,False
commons-jcs,d6a43de2804ecdb236814c6dd76412bf8e695996,False,False
commons-jcs,2c08cd5f0c1203186e9cf67a4c9440b77d54117d,False,False
commons-jcs,298ba52429291b581dcf6422e56b637963292b94,False,True
commons-jcs,ddcb014f074dde2f0e442d6493ec7d834df5bbf4,True,False
commons-jcs,00f99763a3270376ab1b9063313b14d52b9a7485,True,False
commons-jcs,f5c9f717c35686a902615d88088750bf3bf4cd3f,False,False
commons-jexl,7246ba6d017e067d14697fa8aa88e216a6eb6175,True,False
commons-jexl,56146b3e9d4a5751e181f7c156af684f022cb3fc,False,False
commons-jexl,e3c80cafd8ca2f5eba8d0b5dfffa1db638f44f3e,True,False
commons-jexl,3ec5b852a78a0d9c2cdf7d4a13d292309e58a981,False,True
commons-jexl,64bd4ec96198de24587b0809d1d7eb6e11573c41,False,False
commons-jexl,2bb95686b87d246f41e2072f6428be385e1acfb4,True,False
commons-jexl,18c15b7fb06dd713978a24d2d901468c4f897b46,True,False
commons-jexl,21d681055aca92c159ae64e53c6639ea78a7f1d0,True,False
commons-jexl,733ec438c5c986585e21a1977a3fe311fa4b91bf,False,False
commons-jexl,e0e282c436b2e9d10cfd83812ae37c7ba20fae79,True,False
commons-jexl,50f581f407b5ce1d8f228abc1cbc2fc39c62e647,False,False
commons-jexl,b3693eea8d137ed5c3d0ed186a15f8519175f5cd,True,False
commons-jexl,fd0ad7a8537e63ca41e3b1852cfc3790013e8602,True,False
commons-jexl,902fe73ad197100f9f3d171620333a4f5c99b387,True,False
commons-jexl,ba3a71f9c6a4d822e92a806f2533553d05c20731,True,False
commons-jexl,79ba364384ba1a57709e9023064123762cd8b852,True,False
commons-jexl,01306de864e6ba61dd050da2281739a246dfd58f,False,False
commons-jexl,2f6708e88ddcb203002c2286cb8d55ccbd0aefd1,True,False
commons-jexl,01dbdea9b6e1b20c495a307fb716d59ae6725d4d,False,False
commons-jexl,4afb51dc5926d2772334a0d5acd5d690c27e46ef,False,False
commons-jexl,03e9d1e4400c9ad6c69f6141b481291efbeadc46,True,False
commons-jexl,5d043a476195375056819efe844bbbd83515fba1,True,False
commons-jexl,95c847889c244da7e2f22b1da9757d3184e1646f,True,False
commons-jexl,b71f1fca6d59542d1a0657224d23d5699a2fdd0a,True,False
commons-jexl,eaf82df4dd6e54c585e8c809d853dff488ffa147,True,False
commons-jexl,dc0553996c8177c83b2f11efad2b52af1ec19186,True,False
commons-jexl,bf837a1ca0b3d8cbc526946c07dd4cf741633cf6,True,False
commons-jexl,28f213243cfd7d287581e295e0b80ee80ca39240,False,False
commons-jexl,5802513182b1a9fab7a72d8a57566332653f1de6,False,False
commons-jexl,6db56bfc115e0fc9fc320b4ada5f5d231be62c2c,True,False
commons-lang,1571050a196198f336ae487ee3b6df629d3ee9da,True,False
commons-lang,0c7b32a2115b0869d540ba52d90df7dd67800048,False,True
commons-lang,c0041cafc2fda3fb437009d5417ba5ebeb32ad35,False,True
commons-lang,183e837907070ed7f14ed5eba71c70b7ba288d55,False,False
commons-lang,8ef8e2a7a5326eef6180951207f65d3c29bce419,False,True
commons-lang,25a4549ceb59148ff58329b068c4c71dc20ff269,True,False
commons-lang,8a57de11eec842e392f7709eb56f202084998a40,True,False
commons-lang,1a99abf1cfed6a6fff901d3b2e54068ce84192f6,True,False
commons-lang,9ebdce7348a1ba1b53bd54f030b1c29f284fb71c,True,False
commons-lang,ff902c15612f2d771483ce6bb06e55609247c34e,True,False
commons-lang,c409d491537d8fae5f90b71be1b90c045933b9cd,False,False
commons-lang,8d95ae41975a2307501aa0f4a7eba296c59edce9,False,False
commons-lang,d482154d50993bf0b78dfd59f7e874a20604efc3,True,False
commons-lang,19f5bb5f6c7cf5295c9d83a8c54b208b57920e6c,True,False
commons-lang,d58c692b2071960a436898916eef30ffea91da48,False,True
commons-lang,7d9ade1caa9b6569c866b12863afbded1e9953b8,True,False
commons-lang,05647d46e9ac2bf674b320e8467616aa72954f3e,True,False
commons-lang,661d16d190708a1a396d8b75ba10738e4574c11d,False,False
commons-lang,cac520971206093d32bf17925f880bd06d93f736,False,False
commons-lang,63f11e9dc1874abdde1bfe1d900b5ebfa4d3a941,True,False
commons-lang,07f3694a5c85ff5ee8c556817c0d2ea3504f26f7,True,False
commons-lang,926ed9ea0e0e88b8105c07d11ad468d5e2c44f5d,True,False
commons-lang,34f2cb2ab001324158f0b0b7049c37e39b2769aa,True,False
commons-lang,db12f89ad2e153d8494a92ee3a50a23faeb14912,True,False
commons-lang,6dd93fc3672ed3d8eca321ce274c776710ca04f5,True,False
commons-lang,7d5a61ed64315bd6570c5cb55c1f53853a3fffa5,True,False
commons-lang,df326b1747a1cdf22d7de65290559d1e160c96f7,True,False
commons-lang,ff5d71e1c16af658f13373a6d6b03499a2210b31,True,False
commons-lang,8db46b1d09c52ad32fd9360a1f0d627784523f8c,True,False
commons-lang,f9bb3689e958c58f2d6c373b547429715c555c00,True,False
commons-lang,9c0379850b869e3a02320f9a5149eaad2c4cb76b,True,False
commons-lang,afa12a79605f26d601679cc4b3dd51c395dc6452,True,False
commons-lang,f434e7ba71f1f75cb0a31e78d9054196e1c5375b,True,False
commons-lang,b3cec0c2c33173281925a7a4d61c54fd20af4da1,True,False
commons-lang,43e94f47ba2fe243f28b68193418878843fec392,False,False
commons-lang,a84e1512986b2960c9ab30939c2213542f237d65,True,False
commons-lang,b462572e013e916f18004be1d596e63f365a7319,True,False
commons-lang,eb2b89efbe15ab0b70fd94f0ecd0aa03866fb4d2,True,False
commons-lang,e6b830bf95f712672cb9e77cd852606cd134c5fc,True,False
commons-lang,807e6d6038667562ef5e0b0a74ba1c1bb4dce6a1,True,False
commons-lang,f16ee38329b3a87bebce88927c59cf9b658f021c,True,False
commons-lang,400f92899e9de73de6ee447f3730895b9b092c19,True,False
commons-lang,96a4ec95a7504db40639b5b6fe1a4e06d0e61824,True,False
commons-lang,ea5f046469ab917bc7aa6d71fb837968c55d6f44,True,False
commons-lang,634432a7280c0a4c817c7f44151d827e081732dd,False,False
commons-lang,3a4ac357981283fd3a8817f9e6d57e8b181549be,True,False
commons-lang,6ef494b6f4e5bfc17bf4fa2fd8f69dbc129378e8,True,False
commons-lang,22c37d530734969c473fcc26278d6cb92bd622d0,False,False
commons-lang,7eb47fd85e13486033950d91afcf04cf44d064fa,True,False
commons-lang,d1b632acafffea981420300c6674ddf2da0dbda1,True,False
commons-lang,dc53e49b4afa5d59c533cf2b4918402c37411fbd,True,False
commons-lang,54b043f791a639e2dbf552c4b5bc006bdd152af6,False,True
commons-lang,d5fd07f8778aaa59250fcd20ba5c5e84355c0980,True,False
commons-lang,554a0a8c453b9fd0b53a6d372c1ee04d0e168ca6,True,False
commons-lang,794221a9caed8e36f5423be97636a807c6091e9b,True,False
commons-lang,5c2471f8969aa02a560b13f1e8820389a59740dd,True,False
commons-lang,0cb284fe766a5934c71f4b7e3eb59f71bcfaf77c,True,False
commons-lang,03645a1ec13a33d15d10270be759ddeaf9a5f7b5,False,False
commons-lang,69b8f445d74f22ba99a75c47a38d97d5e85248cc,False,False
commons-lang,8a1042959df80c06dbfa83896594caa8e20ff9d6,False,True
commons-lang,014c032b16df1040b5989511fee04fb2f4707bc2,True,False
commons-lang,010e0a3f2e0f00e0eeb79e80f930f92aa0449832,True,False
commons-lang,7cc9255061f494df93ba4a522f56aa9bab304842,True,False
commons-lang,bb99d6906baeafda8a7861b66237a82dbf927907,True,False
commons-lang,38334883a68b173a1eb5bb954b5323a7fce4320f,True,False
commons-lang,b168f29106d112da0bbdb3a070be30f9ee3cb36e,True,False
commons-math,3cabfc5846e44b87c35a5cf99e5f1e54d4861b7c,False,False
commons-math,2071918a7a81a29e67ad531bfb5919906a670e0d,True,False
commons-math,cc22b4d09badc728b747e1aef517e7f28efe68fe,False,False
commons-math,89a0c4b22154326b7598d68b0bc45e3fbb9f3e2f,False,False
commons-math,6adb238e5a564c8d05508fd75c716aca73e7dfaf,False,False
commons-math,b3588619aea49a765164b7496b04c6198262c245,False,False
commons-math,87f2ace0cec1c820e35df113234399d36e68aa17,True,False
commons-math,260b3a14105859ff5f0e83899ef45ed0944a39cd,True,False
commons-math,969ca1e0dfc3dee63b849a52070d288c12d99456,True,False
commons-math,d71ead41fb685431dad02d4bb7cb5675e196b8f2,True,False
commons-math,81961ba841a953952272891224d581d7a1d6bfaa,True,False
commons-math,c768ed307d08484cd61ad8ac3faac330d22c8775,False,True
commons-math,654a4018c456d3aeb7f6d9e6e7aa4b97b45f3fb0,True,False
commons-math,9698abfb3b8e0462d363b7885d02102e2961d21e,True,False
commons-math,63030b2b0ad2735a45522b73adc414746eb3dd38,True,False
commons-math,3a4e18ddf151a624eb5c3596ce8400ca4679ef97,True,False
commons-math,69b5c82140d95c2d584b98c14d15f1066d55f187,False,False
commons-math,026af89ceb5f314a2086b87bd62fb08a1b17be40,True,False
commons-math,9b7bab4288bd2ac69aa907ee17d4c61a910d2c54,True,False
commons-math,36a706e811cb377bcc9e5a93ae4771844e3acc21,True,False
commons-math,ef74a8366bec45ba530aec476ad12897037f429a,True,False
commons-math,8ee2bbd33f6a2bec479bb7a08c73ccbf4888fad5,True,False
commons-math,138f84bfa5d36c8f6e2825640af1ed82daa9dc1d,True,False
commons-math,a6052740777ab54400fd4e7c6024d79ff0a0ee32,True,False
commons-math,7b9df59a96adfce979c8c564dc5eaa6a29b7f25f,True,False
commons-math,6a6c06acdf555e13b22bce6c5d017e5d8bae0654,True,False
commons-math,61c5342b50312a5afbfec818595559f2ceff8612,True,False
commons-math,13abd04b4633293153034e0348c5dc09ac8bd703,False,True
commons-math,e5002ce3f6a625bfd52f63fa38279c09178e8354,True,False
commons-math,9a0794de0f932dbfd162c68285f53a0044ef64e1,True,False
commons-math,d27bfd83d63a02fb8f313d528c0d265961174332,True,False
commons-math,dee0874ae84c081a5d492da215555ab052d64a15,True,False
commons-math,c12aa3b9368335ac94096fd346919cd7f30a6dd7,False,False
commons-math,81e8b4f0d1c7dc174f7bbceac6c0478f8c3859fd,False,True
commons-math,564345179f3f33d249daca36f0054773996d5782,False,True
commons-math,007a701755f318562b0cbf2005d84299733d9b45,False,False
commons-math,0c2f30f9f2df7e70c7847ca47d6931dc41a18fa5,True,False
commons-math,7d9357dfdab0037053f7efbf1b094726b86feaa6,True,False
commons-math,c37f06ed3ad2de8d49a80ac46aae3ab7748598a4,True,False
commons-math,db9790e57e0396c9a0caf1d6faca4a4f4a1aa2c7,False,False
commons-math,8dd9f830ad13a07a818e3057b64d379969329356,False,False
commons-math,cea5afed359ff9a516841baff31d0f0e8b4af7f2,True,False
commons-math,e3f74adc9b86a2217e56d8ed93988146cf50b13e,True,False
commons-math,fa55b9f28039367542636a0a628aa05d596a6b62,True,False
commons-math,4d3b3886f91bd60929462db558f158366d12e9f0,True,False
commons-math,abe53a537b4d19a878e8de3735393e0c4e85aa7e,False,True
commons-math,294eaf3415dc79b629c880a081b692dee942bf6e,True,False
commons-math,78f8c198c0c40999d357d60e0599d19aabc8fd87,True,False
commons-math,7644b5a2bd9a3c96a97f7e4a603d86e33c4ad1a4,False,False
commons-math,15bdcc3be2b84f68ddcd822da52ef045ed89e57b,True,False
commons-math,0caba0845d4363025e619eb3db6f3138b2c3d394,True,False
commons-math,9714ffac6dbb6b478bfa777375100e32f05d284b,True,False
commons-math,c640932de203b33683679879cdf4b1b637d473d3,False,True
commons-math,8469bc496c0f6f629b0f6406e11bc8ad5a93b0b4,True,False
commons-math,d94d0a556a02af7a11bb93a73ecd3e614b9fcab0,False,False
commons-math,0a150a6718153f7f72900b0896bfa9f58fed130c,True,False
commons-math,e3fe16402e3182868db82b771ac7f9611f10d5b5,True,False
commons-math,53d9d652f2af8dd93b1a79c692f4b1fecbc7ea37,True,False
commons-math,2a6c6409a919c1091ef3af778cc9738c57d67575,False,True
commons-math,b62b5b0306074417c93c71695cc4c20bce949c5a,True,False
commons-math,4f73871cf40b6dd05c8872d39246c67f798ed915,False,True
commons-math,af2c6693016ea2ecc7aba48050b924753ff7bdff,True,False
commons-math,890687bc0bd7c1d2e69b99e12a0bcab6568526b1,True,False
commons-math,5922c5966b7d07166b400787188114b0dec2e307,True,False
commons-math,202a38df83ff767c6e41887a228d22559c75db00,False,False
commons-math,03f66650d37ea5ca5b84d23312585bb3394fecdf,True,False
commons-math,b01fcc31b9581676aeff2faae06738fa240657bc,False,True
commons-math,4e4e8fad43b1b105395d56d9bae98297d3fefdb1,False,False
commons-math,70ea04693245cbbe08a3719ff38a36470539ce70,False,False
commons-math,6fe3ae0e6c4a78938213a6ebbf1080248e81cf70,True,False
commons-math,86321681e744be1c1c3192c1e5f7cb1516e79a06,True,False
commons-math,4142992080eb8aa75dcfae34808e66c4ce39760c,False,False
commons-math,6383def7f696fa6f83686989e7070f67b28e43de,True,False
commons-math,c24f331cb6d67118b6e1335d3ebcf95123e87fa8,True,False
commons-math,a56d4998cf16ff08f5593fb7d4dda66ca05dc269,False,True
commons-math,f940239fd23915d14efaf313bffa09a69824cb9e,True,False
commons-math,dfab77b1437a92b366c726da35d811301f5b0a4f,True,False
commons-math,e5bc149a2a844cce4f252c569d37c514d804aeee,True,False
commons-math,77c4e2f0c63bb018d31228831384871efdfe4947,True,False
commons-math,26e61145839e4da47eb83edfba406ceefc0b67bf,True,False
commons-math,82cbcdc3a0ae55f80ae8950c5353cd9f020921af,True,False
commons-math,52e8a34e722df5b7bcb6cd5bb09e5d548f23bb9e,True,False
commons-math,7455d9b7d64a8298fed0ddefc992af49ec7fee09,True,False
commons-math,01e1ca4bfd51741bf7d905266d24ffc86345b711,True,False
commons-math,43c787eb35206890f16c441a8b07ba07e1dd40c2,False,False
commons-math,4edbcc7f2e1e5d21ebefbba6f0d258b07ece73c5,True,False
commons-math,7b1b5e529c7bb039b142e61fb0063c3ff39bcde0,True,False
commons-math,a235488095cc73e661c1bc817d54f8b7aa12ef39,False,False
commons-math,2a7fc67ab02ecc263d05365837e146390959c17b,True,False
commons-math,e055dcd21a4ed619ac117ce806b7bfc67416f177,True,False
commons-math,336444a759fd6bcdf53a91a659874fbcfae2e91d,True,False
commons-math,3ee9c4a7d8ad90a3fd9143fce8acaba6f25bd25a,True,False
commons-math,e5b07cf0ef4744da6fcb8ce497df7a20a3f02a77,True,False
commons-math,4bfee0420d54e2ca4ad5a07f1b209948ac91f68b,True,False
commons-net,5e3fd2b36e87e86dabb0649f867d464b68dbe61b,True,False
commons-net,48a4d8212d4adcc3ac1de986e2abb0d36b931c86,False,True
commons-net,09348fb06810a9683835cf626fdbcb8510410e7d,False,False
commons-net,ad68413e363e51af7259d0fd3c69d5ba2974f590,False,True
commons-net,be00bd6b4c44e26afc972bd0ab196b1b59eb770f,False,False
commons-net,809652a391eca056eebc494d106a4bb0ceefdd59,False,False
commons-net,9e31e3a2151ee6f25bd10200a0e10c7ce889dfb5,True,False
commons-net,e00bc823c9a81c009057a6348d842243230cb7c6,True,False
commons-net,717068898a67d03b7c2435e9f16bb65aced68048,False,True
commons-net,f2aeaa84a8f2c5a8cc309972a7c3e4739c7592fc,True,False
commons-net,e75b2edd53d840e1163e9eb1715ef304596f69c6,False,True
commons-net,5b366f24f6169676c625bcdc2b5ca87aae13f915,False,False
commons-net,5469e099004732b43b0634ccf633bf8cc1b2356e,True,False
commons-net,4b95006a95ba1c4b756c0dfaab8b5a9ab43f3e6d,False,True
commons-net,444d7f13d36b3bb19321bbd0c5cd39f280228eb0,True,False
commons-net,bac21324aebf0918191864edf69753da0766da11,True,False
commons-net,bdd464915fd0627ea68606b828e127570443a402,True,False
commons-net,2bf3320d464d1b16752be0bebd31b4ad34617273,True,False
commons-net,9d82d4908949c2d50551e46bf6f913ddad832f91,True,False
commons-net,b59175a74cffb0ffac48a5603bd585c396e388a3,True,False
commons-net,12297cd6cfc260fe6f27160502202b49f8d0dbd0,True,False
commons-net,dec6c1a347d7521976d7205ccc1910780f6879fa,True,False
commons-rdf,e4a43bcfa999025e7bd13358ce3ec704450692a2,False,False
commons-rdf,c763ffa75c434dde98844986029b097ad89ca70e,True,False
commons-rdf,6f1f669a38a05e61d40cbbfd1572e0127244669b,True,False
commons-rdf,8df8c7d9b4ddc5e5d142ead7f4a3e25f8259db51,True,False
commons-rdf,1330627e7d0c133b06dcc04c8581b11ba8ea7f2c,False,False
commons-rdf,b4342b94fa6ff992986bf6141325f97d6d6a4583,True,False
commons-rdf,aaafea683ca750e498d9abc4552c43f3e7d43a10,True,False
commons-rdf,d7e5c188f597ec7e2759567843c67cc1823a0835,True,False
commons-rdf,6c7992233a6964500d5fe2186c63573e04bb49d4,True,False
commons-rdf,417963fe582804d2d1f3c47a7c0ffd702277b4db,True,False
commons-rdf,b0128d1e9ebe55e085521a29cd7462c260948bf5,True,False
commons-scxml,4a8f0ca59d5ce9773428b8f9f2bc94f798c1eab2,True,False
commons-scxml,3c9285c1ed3359b5a1551cb8047db3fa68781f9a,True,False
commons-scxml,ffa8e426c21aa59ff2c09de120d5ddae5d5c03d1,True,False
commons-scxml,c5140488f2c84ba12bd32982ddeca0f866655b4f,True,False
commons-scxml,c6283080d4360a9f94828df0515cdca9f0ccddae,True,False
commons-scxml,7a40cd30e35e0117c21800914d27307cb24a5241,False,True
commons-scxml,f3512bd08b32eee3ca068b89ff243535caffba7a,False,True
commons-scxml,743eddbc24f69bb4b2b3e125219e7eee60a13120,False,False
commons-scxml,8a2a80defd14b4d945ac57ce5ea99dc91cd89c14,True,False
commons-scxml,aa6f0ab01faea69814565c936a3633fd53af5e31,False,False
commons-validator,c7ca6159318e261ff0cad551f31d45069d5cc856,True,False
commons-validator,470de83d545962f174ceab4ec35dc16ccbc65650,True,False
commons-validator,d7c8720bcb45f3a7b649f850d12e84da230c201b,False,True
commons-validator,9e1b946bdb9d1816e7be89a9f6131c5491082a45,False,False
commons-validator,8747c860df77325a1ac6ddb9e77e9960cad11570,False,True
commons-validator,a20613456118abed06f3bee4f9a8b06f50a9c3e4,False,False
commons-validator,93b6245a4a3518095071a9fbe9c4b8fb6eac5bdc,True,False
commons-validator,590f4c4b82d1a0f8665820765030ba71b9a07647,True,False
commons-validator,b884c41acf336df560287ec5538e730353aec92f,False,False
commons-validator,3b87956284341f032047362a02ecee6d806533a6,False,True
commons-validator,3e7d4834287f9d036864294f63d623743cd36e32,False,False
commons-validator,ce0b20abb3adf485bb2dac94923267006f86e87b,True,False
commons-validator,cb2103ff2c000f46a5dd0f448baab0af57849fc4,False,True
commons-validator,9c4bd95e91fb3307cc0b83f6f41c0ea42943f663,False,False
commons-validator,7cdf5c9c66f78b11dced629bca61a88816881051,True,False
commons-validator,78983e7db940b3e4ce3bb9893b8cbe48661656c6,True,False
commons-validator,9ea5854fe24f08759c9355e71b6e105119c45348,False,False
commons-validator,029d1bda9ecb2455f577d213ee4dd00f420a50b3,False,False
commons-validator,a427b4c21893c6f82d1b307c76f20bcf35761892,True,False
commons-validator,640b6722a0f83b5c4fc0465c85ffd62809d183b5,True,False
commons-validator,36f61cd7cbcc75cfa71b1c0638ce7e604021bf55,False,False
commons-validator,56345f444c0a11d498560afa9baa4d95e87388f5,True,False
commons-validator,5e6245a874f24e4de25aa9a1ec577f201b14b995,True,False
commons-validator,1ff8adda811ed8f5bfb326bd863236eb607a9875,True,False
commons-validator,9bee65932669b3539b815697d2f38bfd7bce4cf6,False,True
commons-validator,5d1c9e789767871e583df5761459dea3ba113325,True,False
commons-validator,24548c93ebe8675ef1d3627ec47136c1e65ac7db,True,False
commons-validator,9a02a693602528759187233ec9e48541a856b66c,True,False
commons-validator,675b1f5b4f7a4fe26fa5aacb7827ed16fd029662,True,False
commons-validator,80badab34b8680b45535f3d118d12163d0e44385,False,True
commons-validator,1aed2006a2c977f500724b8d71e4f3ff20e54180,True,False
commons-validator,08379ce43cb82f45f02e0b41a2def6648bd8fd4a,True,False
commons-vfs,3456075dbd52309bc6109a599754ff0ae2147788,True,False
commons-vfs,8c74826806497d2e04d9474e68dbcdbe6b4a113f,False,True
commons-vfs,99a61cfcd1eac31a56d1c3539078467bb949ab92,False,True
commons-vfs,51f3eb0a4409ba067a3b81480e9b98d01a0758ce,False,False
commons-vfs,5903fb5aad8fcb57baa15ae74af54ce38857719c,False,True
commons-vfs,21c42878ac1e8c3a8c5cee99cd72ce7a92092379,True,False
commons-vfs,cf76218d3b2057f4ac135773fc8fc45a81a50cbf,False,False
commons-vfs,e81d716573a9c986081254aae1526883c37ef498,False,True
commons-vfs,43c1f9181479c1d90622ad6452ddc278c15a879f,True,False
commons-vfs,c331b8c33d4b7983b548faf3b556cbb4e30929d0,False,True
commons-vfs,19c3f2a342a05384273da2eaa37c9effa72270cc,True,False
commons-vfs,2c61367d1590d635bf300ce0d450dcd2ebfb10af,False,True
commons-vfs,1c3ba700669efed5f84b7f07694ce77b82c87bcf,False,False
commons-vfs,5cb88852ae178aa8600577445a9fa1d9f6483547,True,False
commons-vfs,c24abfea7a25585fc65ba365a9af6703e58e3341,True,False
commons-vfs,d886b0bf065264427cd3a17ac491c655da434afb,False,False
commons-vfs,9efb7620a96ead2c71e300b5f83779b058648565,True,False
commons-vfs,0c2df9cebbcf4bfd0e4a7620170ab63829b258e1,True,False
commons-vfs,f3cce42f2d006ab346cba58f22709e3212dce6c0,True,False
commons-vfs,c12f1c9edbf6d1fab3a1b928c74e5669786ee324,True,False
commons-vfs,e8626b9972b23f1902e7e4c0b2ec03c4cfea91b3,True,False
commons-vfs,8862e06dc4d4f47e3d7e9e06e8f0581fc4767c61,False,True
commons-vfs,83c38156b81f93b0646f9d9a6c8c7710224bb051,False,True
eagle,743de733050e87653f64aca449d5d0a0eb15532d,False,True
eagle,7d39863f48916116e99cdff98527e60f9379a475,False,True
eagle,fbac5c3cc16150dbdc13d654e3425d197ed74300,False,True
eagle,2c63fdf0ce3b4edfa75c2bb3a9de838fdd8311b7,True,False
eagle,0c583e5d90f1053599fdf64ab9c8c693c4f5e9be,False,False
eagle,ac99498d0e2db64b2d6fdd4cb71cf4adfe98e447,True,False
eagle,12a0fb96144f70a9bd73939d7e968a2160b9999a,True,False
eagle,b4d07113933aa79e8575715370b08ef79c287444,True,False
eagle,164e844c1ec9e16b4228eddd5fb6a2ba8196e661,False,False
eagle,a39ca45cb146f3d4cf681f36f789538fa6995bad,True,False
eagle,8ba1b844cdb9e165844896b526631eec5a1b64aa,False,False
eagle,aa136afa9e99381835356f647daccbf6b7a8be9f,False,True
falcon,23b325221b4758e1eb5df75726382f5025b162cb,True,False
falcon,a3c1ffe844d1c8214ab9289e33e7a1312c9949f1,False,True
falcon,6539ec55b7c525cdd89a3ca3114695c2e2ea410c,False,False
falcon,7a37f69175b1d87b60c480341ab46b97925d916d,True,False
falcon,217ea0099de4302c9e443eabb35820e64a0e98cc,False,True
falcon,40c3e94955e1703da9ef07a7a5517b7d9aee91b0,False,True
falcon,054295a7de9af8b0b0f24f212a93c7bd2f27eae6,False,True
